chord,x,y,z,color
Ebsus4,45.578064,7.768254,6.2598076,15.063401
Edim,7.178896,3.9824545,18.53246,5.984182
Edim7,32.317276,-5.2995596,-12.764798,12.2359915
Em,13.258465,7.0950193,-24.843481,5.6450424
Em#5,-11.691238,0.78142744,14.624779,-10.71155
Em(add9),1.0163132,-14.315588,-12.215281,5.2203507
Em(maj7),-23.936436,6.7107005,25.426834,-12.844237
Em+5,-41.77898,9.297373,-9.954364,-15.179322
Em/A,15.276536,-18.787249,-6.8756146,9.059066
Em/B,16.886387,-21.9437,-2.2912703,9.200531
Em/C,16.826708,13.224294,8.256737,7.0500956
Em/C#,8.221459,5.2670903,27.0611,8.227884
Em/D,18.942087,-5.5515146,-13.028487,10.2843
Em/D#,17.65599,15.847792,6.6275234,7.078921
Em/F,-39.680016,15.923976,10.525114,-15.087446
Em/F#,17.540443,-0.65943176,19.558899,6.767184
Em/G,21.128521,-17.661871,-14.191737,9.992805
Em/Gb,13.336773,-10.746975,-0.112174585,7.806178
Em11,-16.334208,23.777454,3.4225028,-9.564025
Em13/C#,-17.970549,3.9311762,4.252216,-11.256682
Em6,22.65902,-13.189218,-18.26979,10.697116
Em7,7.04023,-14.411442,-19.286816,8.174709
Em7-5,-30.498705,-5.1888456,13.644676,-12.537865
Em7/A,13.095191,-4.401414,-4.8592334,7.499772
Em7/B,5.257052,-16.001291,-0.21679984,5.317174
Em7/Bb,-28.363995,-10.33393,-5.937031,-13.02561
Em7/C#,21.206284,-1.8603137,-20.186834,9.263127
Em7/D,20.784346,14.34723,-5.2331877,6.8529406
Em7/F#,7.308814,0.5467824,9.636747,6.0629835
Em7/G,34.024403,-3.3511677,-7.013343,11.928418
Em7add11,10.211113,-4.081694,-2.202619,7.0101523
Em7b5,25.384876,-3.2011755,-9.130905,10.694133
Em7b5/A,17.21813,0.113907084,-11.185935,8.567391
Em9,19.287922,15.202284,-14.062302,10.389927
EmM7,-22.48283,-6.510966,-15.018755,-13.124643
EmMaj7,22.4814,-8.369591,-16.063395,9.896471
Emadd9,6.909554,-0.57793057,-12.611652,5.5123677
Emaj11,19.779806,0.06868896,-14.563467,9.586376
Emaj7,6.242282,25.392202,3.093602,-0.50154823
Emaj7/F,3.1973345,23.632471,-1.5624688,-0.34220427
Emaj7sus2/Gb,-40.26253,0.5798576,4.738732,-12.597906
Emmaj7,3.006632,-17.556717,-4.6512046,5.3440804
Emmaj7/D#,-26.2364,19.175013,3.1584785,-12.521386
Emmaj9,-35.14222,16.741695,0.42928633,-15.443418
Esus,11.404757,-9.821222,20.008213,7.1687164
Esus/B,9.030057,-7.26941,20.790495,6.683129
Esus2,19.542744,-12.479241,-0.6447356,9.056393
Esus2/D,30.399261,-8.81466,4.552343,12.244909
Esus4,3.173899,9.513346,10.932241,1.7839044
Esus4/D,-6.9383187,-7.7209144,2.3056912,3.0935998
Esus4/E,11.646058,8.85457,-21.373758,6.657749
F,24.381481,-19.592833,10.845314,11.194601
F#,-1.6835005,8.25595,5.763805,-0.06216263
F#/A,-22.222878,21.26882,-1.6900846,-12.475394
F#/A#,-4.8115654,10.428884,5.020943,0.04034759
F#/C#,-22.424181,-9.114213,12.781037,-11.712281
F#/D,7.5419674,-20.136639,15.974623,4.595087
F#/E,-0.2829404,12.414041,5.0408077,0.18094788
F#/G,13.251705,2.0854108,2.9821558,6.80291
F#/G#,-21.641582,-4.57792,4.468118,-10.433569
F#13,8.139565,21.155485,5.8644195,-0.59575987
F#4,-6.0611854,-5.3622484,0.32186964,2.9173107
F#5,-1.3065448,-24.83545,15.484268,4.151963
F#5/A,-37.62881,-10.726402,-4.316062,-14.840623
F#5/B,-50.931625,1.4044745,6.2957253,-18.633123
F#5/D,-49.25924,1.0942273,8.380975,-18.632128
F#6,2.7799733,14.857452,0.5595193,0.53264564
F#6/9,-30.192745,8.735113,-11.342385,-14.36452
F#7,6.8617024,8.309578,-6.0516386,1.6023334
F#7#5,23.367855,-8.900549,19.571054,10.204498
F#7#9,-37.30485,19.361975,-9.352422,-13.966026
F#7/C#,9.056729,-13.875369,-2.6777556,7.783031
F#7add11,-6.7736526,11.086174,7.330969,-0.10902111
F#7b5,43.58324,-2.4896054,-9.755262,12.70233
F#7sus,-16.37968,-27.485884,-0.08565121,-17.604046
F#7sus4,8.617097,9.63879,-13.7706175,2.3374143
F#9,8.568125,18.524652,3.6495388,1.1754515
F#9sus4,7.433014,2.5323942,2.030814,5.985725
F#M7,1.8986461,14.758033,20.65332,1.9099468
F#add#11,18.471384,0.13600302,12.099986,5.993949
F#add11,0.17649673,22.001492,-20.202682,-5.3757772
F#add11/E,-2.8257353,21.860546,-20.396626,-5.4690695
F#add11/G#,-19.697367,6.4352126,6.3372493,-11.59823
F#add9,6.33647,11.985504,0.6181138,1.7643192
F#aug,15.7347,-14.119979,0.5359872,7.903502
F#aug/E,15.996762,9.446962,6.5784907,6.8845444
F#dim,23.26749,-2.8550165,-5.0692267,10.825327
F#dim7,28.30093,-4.829134,13.844196,13.277382
F#dim7/A,26.432838,-6.3937573,10.014,12.366473
F#dim7/C,32.372387,8.805523,1.4178582,14.032344
F#dim7/Eb,31.710434,3.3792405,5.229934,14.08055
F#m,-4.9748464,0.59945565,-4.842061,2.583288
F#m/A,4.7417927,-4.0881224,-3.304683,5.6418614
F#m/C#,9.408017,-11.782908,2.0126379,7.245565
F#m/D,6.677941,-10.875561,6.5251484,6.5483856
F#m/D#,-15.95735,5.5951285,-17.384617,-12.443757
F#m/E,10.770882,1.1073655,-22.089184,7.2289524
F#m/F,-23.33281,18.52906,2.7561893,-12.5001135
F#m11,-0.52646905,6.6772494,17.921219,2.0529592
F#m11/C#,-27.21476,-22.627214,-7.6953163,-8.961928
F#m11/E,-7.199828,17.959068,0.52946687,0.22768188
F#m6,16.079044,21.878422,-4.5535803,1.8695886
F#m7,13.300991,23.884119,-4.7195783,1.7264367
F#m7#5,10.548718,5.152719,3.5766683,6.2508025
F#m7-5,13.04903,-14.756163,3.9103653,7.9622965
F#m7/A,8.491084,-1.4697292,1.8300655,6.5962124
F#m7/B,-3.0777607,14.679405,-7.32872,0.6857825
F#m7/E,0.66582525,10.786664,-8.254112,0.92041475
F#m7add11,3.5726051,10.432556,7.34841,0.819083
F#m7add11/E,-19.430006,12.615557,25.122553,-11.713424
F#m7b5,25.168783,-19.182602,-16.030537,10.479392
F#m7b5/C,-12.415947,-0.14694576,22.65365,-12.111011
F#m9,-24.982101,29.768929,-4.393698,-17.149494
F#madd6,11.224271,7.549789,7.2507825,6.21625
F#madd9,-37.92373,-5.6083236,-0.5808323,-14.87941
F#maj7,-2.6392856,26.863932,10.768069,-1.429964
F#maj7/B,-2.5035796,29.816202,6.2158556,-1.5782028
F#mmaj7/E#,-23.501122,23.171837,-11.034889,-14.163073
F#sus,10.5059395,4.2521734,-8.641817,5.4731
F#sus4,11.848122,15.567251,-4.008379,1.3191953
F(2),-21.489887,9.552011,15.371117,-12.394635
F(b5),9.533233,4.172624,10.891109,6.2909136
F-,-43.949875,-10.759209,-2.0144665,-14.875429
F/A,38.520317,-18.330044,4.6575365,12.762854
F/B,-24.680882,-10.591003,5.488856,-17.453398
F/Bb,6.854671,5.672601,12.935102,6.508829
F/C,40.77641,-16.017452,-5.4798903,12.1000805
F/D,2.2717135,10.045885,-29.509632,-3.8485193
F/E,12.1756525,-22.27624,0.6316099,8.751179
F/Eb,23.163137,-17.84037,13.540189,10.848872
F/G,35.601055,-15.010771,-9.887739,11.867058
F13,11.685163,-1.8966216,-7.6211615,7.586676
F2,27.767973,-25.796448,7.6861315,11.286255
F4,15.62108,-22.34198,16.9209,9.922968
F5,2.5244744,-7.4633417,-25.805996,4.368158
F6,37.69119,-8.887411,-1.2307096,12.886965
F6/9,-6.5693192,20.787619,22.10402,-7.560867
F6/C,28.41455,-5.2234755,6.513045,12.351883
F6/G,-44.70468,6.4358974,-12.494239,-15.392152
F6sus2,24.719477,-10.194595,-11.878989,10.118283
F7,39.75944,0.34105465,13.078069,15.299618
F7/A,30.47706,16.06452,-6.1512656,13.1672125
F7/C,-47.740196,5.1489906,-12.108555,-15.534693
F7/Eb,32.95728,-5.794857,9.6947975,13.004047
F7b9,18.908651,-1.7722952,-2.0883746,8.389078
F7sus,32.27162,0.06392815,1.7172785,13.21153
F7sus4,36.30053,3.018257,5.4560733,14.283963
F9,23.0369,-6.8466644,-20.989304,9.237414
F9/A,-22.050941,0.1171706,7.0634246,-11.064832
F9sus,-35.21002,7.22397,15.891242,-13.873838
F9sus4,-30.373177,14.318892,7.377935,-14.114236
FM7,23.89738,-21.19479,2.764464,10.901247
FM7/A,21.539356,1.402019,-28.306017,10.894025
Fadd#11,16.020008,-6.0828257,2.1747043,7.3711495
Fadd2,25.996765,9.158167,0.6397537,13.488713
Fadd9,36.33622,-6.213681,-8.894883,11.520546
Fadd9/A,12.67752,-7.61042,-0.052132383,7.567013
Faug,-3.4670708,7.429121,-8.895021,0.7470629
Fdim,21.770342,-27.71769,-6.0292625,10.070251
Fdim/A,34.851955,2.231179,-6.0148563,13.116308
Fdim7,-29.604055,17.822826,-12.826323,-13.6471615
Fm,31.333078,14.807703,13.099791,15.936663
Fm(maj7),36.84148,6.104891,-9.096668,13.291586
Fm/Ab,27.157984,-17.39552,-12.783156,10.752821
Fm/Bb,38.13581,15.4495125,-8.806047,17.050528
Fm/C,33.81549,4.3890343,15.389871,15.477739
Fm/Db,38.696373,14.806942,-6.732348,16.96548
Fm/Eb,45.261166,7.1354294,3.7530818,15.030405
Fm/F,-40.104496,-9.312608,-9.774008,-15.902412
Fm11,40.829144,3.1522028,-0.5360313,14.091569
Fm6,46.86471,-6.262821,6.6990404,13.992919
Fm6/Ab,-27.58939,-14.764202,-16.287962,-15.974703
Fm7,48.014275,-2.6487517,8.393736,14.573892
Fm7-5,-3.6591752,22.17571,8.263772,-1.120776
Fm7/Ab,25.091755,14.326216,3.2091815,13.619017
Fm7/Bb,-27.225351,9.880474,7.239816,-14.181969
Fm7/G#,-17.557047,-21.360823,8.898738,-11.371442
Fm7b5,3.2811558,16.432623,-4.7333546,0.8774787
Fm9,-10.036734,-18.74334,22.413126,-6.682991
Fma7,25.761152,-1.6795658,-0.69531584,11.87945
Fmadd9,-23.404617,2.2475622,1.5785617,-12.9568
Fmaj,-27.083073,15.114447,8.054812,-10.449516
Fmaj7,24.005114,-27.233675,-2.2958214,10.139989
Fmaj7#11,16.471653,0.82625085,9.624043,6.3492446
Fmaj7/A,23.096651,-9.874649,1.586555,10.286805
Fmaj7/C,26.473013,-20.608494,-6.2243576,10.542689
Fmaj7/G,31.751978,-14.460102,-12.46703,11.563513
Fmaj7b5,0.35056797,-5.151791,26.712317,5.332342
Fmaj7sus2,16.243387,-9.978934,-5.282731,8.504642
Fmaj9,33.13946,-9.429735,-6.162386,12.000915
Fmmaj7/Ab,-29.249184,-16.400717,-2.0494401,-13.331213
Fmmaj9,32.095547,0.1679029,-6.1726785,12.129102
Fsus,-16.15044,-3.922991,-13.0295315,-12.46246
Fsus2,28.88169,7.1498313,16.308987,16.24188
Fsus2/C,28.673779,-0.9551527,-5.8128724,11.463351
Fsus2/E,21.537449,6.5265145,-21.682499,9.429868
Fsus2/G,-15.540848,10.338839,20.368917,-10.885066
Fsus4,39.34229,4.7532387,14.434564,15.53063
G,7.6410127,-17.926548,-10.2021,7.3905106
G#,-4.224541,11.433317,12.11956,-0.0964494
G#/B#,-30.435057,20.54166,-5.523537,-13.119349
G#/C,-5.1051235,15.207429,0.016723266,0.36050218
G#/D#,-14.558424,-14.5345545,-13.01327,-11.211896
G#5,1.1727333,-21.635277,14.200298,4.2567053
G#7,11.664494,14.251961,1.9978286,1.3553602
G#7#5,-24.041935,-9.057177,17.789116,-11.643639
G#7/A,2.6759038,21.070791,-6.594709,0.62775457
G#7/D#,0.2472725,-2.4942267,7.2464375,3.1957183
G#7sus4,-5.9268713,20.647327,-1.4535372,-0.38241747
G#aug,9.767642,14.303534,-7.4873595,1.5533975
G#dim,1.6531396,10.943465,-2.6969514,0.49031785
G#dim7,19.200796,-16.553226,-3.2579231,9.068306
G#m,-4.880694,3.5914755,6.11828,-0.0074267406
G#m6,0.6343242,6.8832855,15.915385,2.1456053
G#m7,-0.20085168,24.800129,3.2473443,-0.8067786
G#m7-5,-22.571695,18.444891,5.7651944,-12.565851
G#m7b5,5.3073406,13.422119,-4.5835514,1.0826744
G#m9,-1.8651416,23.660223,-19.202497,-5.4250474
G#madd6,-3.1562827,-6.861116,1.08913,3.139025
G#maj7,-4.54399,30.702263,-9.975492,-4.613923
G#mmaj7,1.6240999,21.55693,2.4202185,-0.28880545
G#sus4,-2.4582846,-4.3410387,-1.8276491,2.9276547
G(m),-35.612934,-0.20268561,-15.135735,-14.670234
G(sus4),-15.421422,11.467314,12.382741,-10.124525
G+,-17.38439,-23.306547,-6.8928,-12.204521
G/A,10.1484375,2.073103,-15.64169,7.4580784
G/Ab,9.30037,12.484721,18.264957,5.7048783
G/B,16.822266,-12.624073,-16.63312,9.146011
G/Bb,-28.976452,-5.5467973,-0.41090673,-14.762721
G/C,26.477081,-17.65513,-0.45486173,11.139756
G/C#,0.54777133,-10.048437,-0.11426106,3.7106926
G/D,11.180167,-1.8645296,-22.803001,7.4116583
G/D#,-13.773505,-1.7595315,0.8931125,-10.313957
G/E,7.4230704,6.7925963,-21.325659,5.95742
G/F,33.603798,-15.851315,-4.940061,11.729699
G/F#,12.357391,-14.222774,-12.335111,8.081973
G/G,-42.85304,-0.56542355,-15.771691,-15.672458
G/G#,15.612358,-4.5855765,-15.929768,8.421196
G11,14.961957,-17.143562,-3.4054697,8.848785
G13,29.571753,-20.875278,-7.6175337,10.9170885
G2,11.880881,-10.25568,-17.430742,7.952734
G2/A,13.160018,2.5262606,10.083857,6.3092895
G3,-26.620184,0.17855677,-14.460639,-14.081441
G4,17.001085,-22.013275,18.895184,9.934823
G5,3.2291684,-28.232752,17.230692,4.2615743
G5/D,29.585001,7.90899,-11.180261,10.806379
G5/E,28.199991,8.41844,-12.972792,10.580905
G5/F,8.259089,-17.052092,10.925863,4.9975076
G5/F#,25.9639,9.234488,-15.647257,9.740422
G6,14.914434,18.66116,-21.009027,7.970845
G6#9,9.534988,-2.152812,8.548217,6.155741
G6/9,-8.496865,19.829765,22.424131,-7.5953765
G6/A,-1.1935809,-13.4759865,11.323336,4.2010756
G6/B,2.206589,-12.61823,-3.444169,4.9083705
G6/C,-13.169399,-16.27136,9.143329,-9.15339
G6/D,18.987167,-10.125055,4.5428777,8.7321
G6/F,-31.355387,2.9669232,-16.643896,-14.344669
G6/F#,23.96054,-18.58698,-4.797865,10.40166
G6add11,17.16629,-19.166922,-0.1137332,9.017745
G6add11/B,-21.902388,17.854216,12.176507,-13.296689
G6add4,16.343208,-13.459106,-3.6445575,8.709439
G6sus,-34.471497,17.941963,-7.6701035,-13.879669
G6sus2,17.264078,11.737939,16.04571,11.430122
G6sus4,-28.17236,5.0245385,0.7382069,-14.049035
G7,32.650898,-16.515366,9.940223,12.676406
G7#5,-41.033558,-4.2537613,16.319124,-16.225922
G7(#5),40.26438,4.7928567,3.7661324,14.386617
G7(b9),-31.302803,16.890131,6.419022,-15.2808
G7+5,25.432991,-14.26608,-7.723311,10.875242
G7+5/B,-3.281202,11.444862,-21.45926,-6.4763026
G7/B,41.294197,-8.965766,-7.085659,12.029465
G7/Bb,30.682545,7.831543,7.9364853,14.634733
G7/D,23.602844,-3.3463311,-13.155199,9.868266
G7/E,27.837702,-3.7118323,-5.3904614,11.2798
G7/F,5.5237455,-12.955702,-4.4273105,5.204649
G7b9,8.244124,0.43258303,5.7803416,6.2808423
G7sus,-17.981756,-25.894325,-1.0197463,-17.523266
G7sus4,29.599571,-12.753605,-17.06528,11.428656
G7sus4/D,-15.930604,-10.877546,-12.507733,-9.97239
G9,29.96382,-9.027318,8.991973,12.348317
G9#5,-31.939535,-12.242758,15.93547,-11.263052
G9/A,9.575147,14.382594,-0.8680191,1.4122761
G9/B,-29.626827,5.3698435,9.000899,-13.71764
GM,-14.15755,13.962814,14.060895,-10.0316
GM7,10.435853,-12.351717,8.204054,7.6075087
GM7/F#,14.249837,-3.4249647,-0.501862,7.3463507
GM9,-29.667828,17.90377,13.4844,-16.064812
Gadd#11,9.726004,-10.578132,-9.900355,7.8851156
Gadd11,28.602789,5.0348415,18.920198,16.489073
Gadd11/A,-31.532503,-1.7722646,-4.994307,-13.757783
Gadd11/C,27.140306,0.668835,-8.589527,10.925919
Gadd2,12.544887,4.2890205,16.90149,-3.1868122
Gadd4,11.706025,-19.278135,-0.7117968,8.53988
Gadd9,4.87303,-3.0205,-15.036198,5.361825
Gadd9/E,-27.049934,1.2874916,5.087351,-13.223234
Gaug,5.862522,-22.455585,-4.66305,8.3855505
Gb,35.068436,10.071654,18.211624,16.017216
Gb/Ab,44.67423,-1.5917124,7.814906,14.57444
Gb/Bb,-31.338482,1.2835718,-20.907255,-14.674806
Gb/Db,38.910397,9.584994,2.2858078,14.897242
Gb5,1.212036,-4.1864557,-27.172401,4.357365
Gb7,41.659286,5.971438,11.819439,15.329269
Gb9,39.724815,6.6447854,8.010093,14.778249
GbM7,-11.900843,-20.353664,-10.753742,-11.340259
GbM9,33.63579,8.201978,7.466479,14.79249
Gbadd9,-23.802025,15.32507,-14.434229,-11.893337
Gbaug,23.502178,-4.9256105,11.539763,12.320965
Gbdim,19.455278,-14.225717,8.167349,9.12095
Gbdim7,21.707863,-14.204433,7.439023,9.240019
Gbm,26.649315,13.967161,10.157997,16.260197
Gbm7,40.86382,-1.6891038,5.1779246,13.966865
Gbm9,-45.11777,4.330463,-1.4729061,-14.749793
Gbmaj11,26.299559,23.231215,-3.0653157,14.778455
Gbmaj7,47.411,10.447424,3.284898,15.068004
Gdim,10.778216,-1.7463474,19.478487,6.088842
Gdim7,20.472355,6.9918513,6.7031693,7.002846
Gm,23.421799,6.5241895,14.107003,16.564943
Gm/A,21.582718,7.784557,23.220968,13.132299
Gm/Bb,15.826611,-16.984007,-15.675288,9.281317
Gm/C,-26.807703,11.162261,15.784399,-12.861709
Gm/D,-20.323639,-11.411235,-23.740606,-13.690958
Gm/F,-23.818953,2.5856292,4.176643,-12.927443
Gm11,19.926825,10.577588,-12.645074,10.868466
Gm6,22.246311,4.6224494,-9.584672,9.585389
Gm6/A,-33.218052,12.762498,-18.973064,-16.432096
Gm6/Bb,29.824316,-6.0291595,0.91368574,12.056518
Gm6/C#,25.43256,-7.605174,2.7224321,11.929019
Gm6/D,-18.544195,-18.159058,-19.200563,-10.384675
Gm7,41.71649,-5.9128637,4.420175,13.766263
Gm7/B,14.026615,-10.383523,4.0637193,7.700611
Gm7/Bb,-20.427483,-15.03284,-2.3243358,-12.081711
Gm7/C,29.77133,10.220257,5.6737013,15.242114
Gm7/D,-23.769732,5.2952914,-16.965006,-15.598614
Gm7/F,-16.006105,2.353361,-19.580853,-11.657803
Gm7add11,-21.48183,-13.177492,10.581905,-11.857611
Gm7b5,45.316883,6.494568,-4.428666,14.460711
Gm9,35.52702,-4.210698,-1.520256,12.767953
GmMaj7,-40.35374,10.400396,-2.202444,-14.770188
Gmadd11,11.428305,-15.329661,-0.75910217,8.056918
Gmaj,15.452905,20.212753,15.088166,8.449108
Gmaj13,9.526933,0.3600448,-9.775616,7.670337
Gmaj7,13.651227,6.4389553,-14.365563,9.142666
Gmaj7#11,1.0244026,-7.8321424,1.6516523,3.7590094
Gmaj7/A,4.6000547,18.145864,-10.816717,1.1748565
Gmaj7/B,7.2580996,-13.178919,-14.0160885,7.8847585
Gmaj7/C,16.38516,4.7957315,-15.285564,9.4139185
Gmaj7/D,5.815996,-2.83592,6.083639,5.8781986
Gmaj7/F#,11.949078,-8.10968,-3.0804431,7.466461
Gmaj7add13,-17.224823,17.951588,-9.715598,-12.728743
Gmaj7sus,5.1355214,-13.131913,13.798341,4.687333
Gmaj9,13.14309,5.992959,18.954374,-3.171274
Gmaj9/F#,13.325127,-0.97658366,1.9512821,6.961551
Gmmaj7,3.511262,12.796461,-16.174013,9.102007
Gsus,33.827705,-8.596278,12.908425,12.646518
Gsus/C,-17.994474,21.052162,4.290803,-10.234529
Gsus2,0.23555261,-16.4534,-14.36441,5.1845994
Gsus2/A,-2.94832,-11.831421,-1.4480917,3.3475826
Gsus2/B,10.729853,-0.009534275,-0.5741121,6.824442
Gsus2/C,18.206146,-0.6392251,-7.158788,8.336458
Gsus4,14.992669,-23.653479,-4.9674234,9.544622
Gsus4/A,14.597135,3.5509827,6.927916,6.5988827
H,-1.4818017,14.058538,0.028072532,0.38153896
Hm,-8.245046,-10.905082,1.8534173,3.1306732
