chord,x,y,color
F7sus,32.369453,2.0595362,13.21153
F7sus4,35.9652,2.5854204,14.283963
F9,22.075909,-0.7719558,9.237414
F9/A,-27.142122,5.8133235,-11.064832
F9sus,-34.93184,0.9284553,-13.873838
F9sus4,-35.656807,5.0496945,-14.114236
FM7,27.103746,-5.6124005,10.901247
FM7/A,23.64201,13.3551445,10.894025
Fadd#11,17.089823,-2.0149825,7.3711495
Fadd2,35.21261,-3.7806706,13.488713
Fadd9,25.988173,4.0725975,11.520546
Fadd9/A,17.682339,-4.825665,7.567013
Faug,-1.6412383,1.4613563,0.7470629
Fdim,24.45448,-3.4898782,10.070251
Fdim/A,28.902681,5.212342,13.116308
Fdim7,-35.214867,7.437327,-13.6471615
Fm,39.868057,-0.6926753,15.936663
Fm(maj7),32.008865,7.5320177,13.291586
Fm/Ab,28.933708,-9.059162,10.752821
Fm/Bb,40.772907,9.713993,17.050528
Fm/C,39.530525,1.0771233,15.477739
Fm/Db,40.754436,9.66338,16.96548
Fm/Eb,39.353687,6.684474,15.030405
Fm/F,-43.76967,5.8194304,-15.902412
Fm11,34.390663,4.958584,14.091569
Fm6,36.258476,6.1738153,13.992919
Fm6/Ab,-40.66659,4.8094716,-15.974703
Fm7,36.904743,5.743933,14.573892
Fm7-5,-6.22981,-5.0926185,-1.120776
Fm7/Ab,35.980183,-4.3280187,13.619017
Fm7/Bb,-37.35645,6.396862,-14.181969
Fm7/G#,-19.240532,-0.32516676,-11.371442
Fm7b5,2.5156658,-0.4668674,0.8774787
Fm9,-13.794518,12.517567,-6.682991
Fma7,26.944233,1.9060941,11.87945
Fmadd9,-31.70389,1.1458095,-12.9568
Fmaj,-29.843258,9.705028,-10.449516
Fmaj7,25.485657,-4.119176,10.139989
Fmaj7#11,14.086201,0.15311651,6.3492446
Fmaj7/A,26.2054,-2.4856875,10.286805
Fmaj7/C,26.862059,-7.6620383,10.542689
Fmaj7/G,29.654493,-8.180973,11.563513
Fmaj7b5,27.6679,6.899283,5.332342
Fmaj7sus2,20.423576,-4.7952857,8.504642
Fmaj9,28.908506,4.3528337,12.000915
Fmmaj7/Ab,-26.316751,3.3437562,-13.331213
Fmmaj9,28.194946,4.380762,12.129102
Fsus,-29.629696,0.5072058,-12.46246
Fsus2,38.362045,-2.5929236,16.24188
Fsus2/C,26.11829,2.1431193,11.463351
Fsus2/E,20.009443,6.4639745,9.429868
Fsus2/G,-30.804205,15.434119,-10.885066
Fsus4,40.356606,2.4978197,15.53063
G,17.380625,-10.239074,7.3905106
G#,-0.83764625,-4.673346,-0.0964494
G#/B#,-33.913166,7.848798,-13.119349
G#/C,-1.0766408,-1.393325,0.36050218
G#/D#,-25.696592,-0.6862802,-11.211896
G#5,11.239758,11.904343,4.2567053
G#7,3.8001146,-3.3565435,1.3553602
G#7#5,-24.693068,1.5083364,-11.643639
G#7/A,3.1381128,0.6456461,0.62775457
G#7/D#,6.619287,-5.396398,3.1957183
G#7sus4,-4.5998306,-1.1527336,-0.38241747
G#aug,5.513594,-0.48665848,1.5533975
G#dim,0.8326227,-1.5998679,0.49031785
G#dim7,21.893026,-5.8854675,9.068306
G#m,-2.2508633,-5.141117,-0.0074267406
G#m6,0.7768294,-12.241257,2.1456053
G#m7,-4.262441,-6.94195,-0.8067786
G#m7-5,-29.395067,-7.324407,-12.565851
G#m7b5,2.9942448,-0.30719367,1.0826744
G#m9,-3.6889513,13.829599,-5.4250474
G#madd6,5.872688,-8.689021,3.139025
G#maj7,26.710579,8.18084,-4.613923
G#mmaj7,-3.452424,-6.467386,-0.28880545
G#sus4,5.9234815,-7.6571608,2.9276547
G(m),-38.9404,6.4301243,-14.670234
G(sus4),-36.2684,13.271944,-10.124525
G+,-32.72611,-6.2051935,-12.204521
G/A,15.147789,-4.545661,7.4580784
G/Ab,9.78722,2.0416853,5.7048783
G/B,23.026903,-12.41031,9.146011
G/Bb,-39.349598,3.8973083,-14.762721
G/C,28.27261,-5.899394,11.139756
G/C#,8.217182,-8.659027,3.7106926
G/D,15.513452,-8.461787,7.4116583
G/D#,-34.466896,15.194131,-10.313957
G/E,13.076587,-6.774755,5.95742
G/F,31.384201,-6.1828127,11.729699
G/F#,19.263742,-10.624552,8.081973
G/G,-43.49913,-3.9706242,-15.672458
G/G#,20.871962,-1.7993225,8.421196
G11,21.13986,-7.3432093,8.848785
G13,27.4934,-7.8928485,10.9170885
G2,20.805319,-13.503096,7.952734
G2/A,13.661818,0.033075653,6.3092895
G3,-30.578257,-2.2360842,-14.081441
G4,19.06528,14.225667,9.934823
G5,12.699292,13.505795,4.2615743
G5/D,17.506687,10.149926,10.806379
G5/E,17.426075,10.080717,10.580905
G5/F,13.542354,8.993554,4.9975076
G5/F#,18.376907,8.512501,9.740422
G6,16.153141,-13.509964,7.970845
G6#9,13.208533,-0.7637801,6.155741
G6/9,-18.5924,-8.037766,-7.5953765
G6/A,9.325968,6.317129,4.2010756
G6/B,12.847683,-10.424318,4.9083705
G6/C,-20.43191,-2.6779766,-9.15339
G6/D,21.222565,-4.173964,8.7321
G6/F,-35.350067,9.220982,-14.344669
G6/F#,26.487513,-7.150024,10.40166
G6add11,22.697422,-8.00373,9.017745
G6add11/B,-34.05193,11.364413,-13.296689
G6add4,20.956657,-5.5205827,8.709439
G6sus,-33.46103,7.2761984,-13.879669
G6sus2,24.094887,4.9057064,11.430122
G6sus4,-36.724197,-3.0763135,-14.049035
G7,31.678736,-4.0097327,12.676406
G7#5,-41.845585,-5.624585,-16.225922
G7(#5),35.998806,3.6985888,14.386617
G7(b9),-36.027496,5.130607,-15.2808
G7+5,25.496344,-1.7704707,10.875242
G7+5/B,-6.439544,8.191613,-6.4763026
G7/B,28.879807,2.6777625,12.029465
G7/Bb,37.541214,0.27785566,14.634733
G7/D,23.016935,1.1560805,9.868266
G7/E,25.948355,1.2342571,11.2798
G7/F,13.409199,-10.265015,5.204649
G7b9,13.533157,-1.104963,6.2808423
G7sus,-22.644753,10.504776,-17.523266
G7sus4,30.968794,-9.641876,11.428656
G7sus4/D,-24.824345,-0.63624996,-9.97239
G9,30.101036,-1.481517,12.348317
G9#5,-22.924604,6.6212506,-11.263052
G9/A,4.0833306,-3.0336392,1.4122761
G9/B,-34.45058,3.4908662,-13.71764
GM,-35.95252,13.628114,-10.0316
GM7,17.02611,-6.0372677,7.6075087
GM7/F#,16.629574,-2.2161427,7.3463507
GM9,-43.284725,8.402675,-16.064812
Gadd#11,18.436707,-9.196506,7.8851156
Gadd11,38.018536,-2.9850466,16.489073
Gadd11/A,-37.563965,2.4430244,-13.757783
Gadd11/C,25.120533,2.7390358,10.925919
Gadd2,10.507915,4.1061363,-3.1868122
Gadd4,19.88571,-8.169897,8.53988
Gadd9,12.053836,-14.100813,5.361825
Gadd9/E,-32.797035,1.0773289,-13.223234
Gaug,15.701461,-10.896666,8.3855505
Gb,41.609425,-0.31660777,16.017216
Gb/Ab,36.888107,5.0769877,14.57444
Gb/Bb,-36.324787,9.547214,-14.674806
Gb/Db,38.8314,5.248832,14.897242
Gb5,15.284337,13.716014,4.357365
Gb7,40.183292,3.4896557,15.329269
Gb9,37.63833,3.3458166,14.778249
GbM7,-26.509678,0.06727844,-11.340259
GbM9,37.615997,0.85623807,14.79249
Gbadd9,-23.521738,2.224205,-11.893337
Gbaug,28.56903,-1.9079193,12.320965
Gbdim,24.540312,-7.32146,9.12095
Gbdim7,24.696575,-7.2648034,9.240019
Gbm,40.603554,-3.2004118,16.260197
Gbm7,35.079575,4.0873003,13.966865
Gbm9,-37.45378,0.88211906,-14.749793
Gbmaj11,29.681717,10.814827,14.778455
Gbmaj7,38.970303,6.8881855,15.068004
Gdim,10.938512,-0.47786993,6.088842
Gdim7,16.62752,1.1875324,7.002846
Gm,38.26574,-5.150025,16.564943
Gm/A,27.815054,14.120715,13.132299
Gm/Bb,21.90271,-11.477273,9.281317
Gm/C,-29.565641,-5.076409,-12.861709
Gm/D,-41.77499,10.904676,-13.690958
Gm/F,-32.03404,1.5741084,-12.927443
Gm11,23.613752,7.041699,10.868466
Gm6,20.819407,3.756791,9.585389
Gm6/A,-44.306534,1.8649532,-16.432096
Gm6/Bb,29.059774,0.072481915,12.056518
Gm6/C#,27.32834,-2.0061038,11.929019
Gm6/D,-36.28597,-10.802311,-10.384675
Gm7,34.293003,2.12137,13.766263
Gm7/B,18.010176,-6.474765,7.700611
Gm7/Bb,-26.360968,1.6905649,-12.081711
Gm7/C,37.86037,-0.08570869,15.242114
Gm7/D,-42.272408,4.362544,-15.598614
Gm7/F,-24.302277,-4.9811378,-11.657803
Gm7add11,-22.49103,-0.17717527,-11.857611
Gm7b5,34.92557,6.2642183,14.460711
Gm9,31.662363,3.069276,12.767953
GmMaj7,-39.401207,-1.6850628,-14.770188
Gmadd11,19.00815,-7.2386074,8.056918
Gmaj,21.463568,9.98517,8.449108
Gmaj13,16.319534,-5.1834383,7.670337
Gmaj7,17.936289,5.8968587,9.142666
Gmaj7#11,8.436095,-8.303884,3.7590094
Gmaj7/A,4.1768904,1.3064474,1.1748565
Gmaj7/B,18.256857,-11.45113,7.8847585
Gmaj7/C,18.388523,5.776216,9.4139185
Gmaj7/D,11.50265,-2.665792,5.8781986
Gmaj7/F#,17.387066,-5.3877354,7.466461
Gmaj7add13,-29.09092,-3.371788,-12.728743
Gmaj7sus,14.367001,9.088215,4.687333
Gmaj9,10.692561,4.2298207,-3.171274
Gmaj9/F#,15.493426,-1.5914596,6.961551
Gmmaj7,16.201035,6.3803463,9.102007
Gsus,31.477072,-2.1675618,12.646518
Gsus/C,-27.242336,-7.0895624,-10.234529
Gsus2,10.829931,-10.9328785,5.1845994
Gsus2/A,6.775926,-9.621517,3.3475826
Gsus2/B,14.854845,-2.9149919,6.824442
Gsus2/C,19.890705,1.4980924,8.336458
Gsus4,22.861908,-9.4935875,9.544622
Gsus4/A,14.746493,0.001622563,6.5988827
H,-0.20539437,-1.9435738,0.38153896
Hm,4.9316506,-9.989574,3.1306732
